Entity,Code,Year,"Average effective age of retirement, men (OECD)"
Ireland,IRL,1992,63.3
Ireland,IRL,1993,64.2
Ireland,IRL,1994,64
Ireland,IRL,1995,63.2
Ireland,IRL,1996,63.4
Ireland,IRL,1997,64.4
Ireland,IRL,1998,64.3
Ireland,IRL,1999,64.5
Ireland,IRL,2000,65.2
Ireland,IRL,2001,65
Ireland,IRL,2002,65.1
Ireland,IRL,2003,64.8
Ireland,IRL,2004,65.3
Ireland,IRL,2005,65.3
Ireland,IRL,2006,65
Ireland,IRL,2007,65.5
Ireland,IRL,2008,64.9
Ireland,IRL,2009,63.1
Ireland,IRL,2010,63
Ireland,IRL,2011,62.9
Ireland,IRL,2012,63.7
Ireland,IRL,2013,64.8
Ireland,IRL,2014,65.5
Ireland,IRL,2015,66.5
Ireland,IRL,2016,66.4
Ireland,IRL,2017,66.1
Ireland,IRL,2018,65.6
Israel,ISR,1990,66.4
Israel,ISR,1991,67.5
Israel,ISR,1992,67.1
Israel,ISR,1993,67.1
Israel,ISR,1994,66.1
Israel,ISR,1995,66
Israel,ISR,1996,65.6
Israel,ISR,1997,65.4
Israel,ISR,1998,65.8
Israel,ISR,1999,66.2
Israel,ISR,2000,66.3
Israel,ISR,2001,66.5
Israel,ISR,2002,66
Israel,ISR,2003,65.4
Israel,ISR,2004,65.1
Israel,ISR,2005,65.4
Israel,ISR,2006,66.4
Israel,ISR,2007,66.3
Israel,ISR,2008,66.1
Israel,ISR,2009,66.7
Israel,ISR,2010,67.6
Israel,ISR,2011,66.9
Israel,ISR,2012,66.9
Israel,ISR,2013,68.4
Israel,ISR,2014,67.8
Israel,ISR,2015,68.2
Israel,ISR,2016,69.3
Israel,ISR,2017,69.9
Israel,ISR,2018,69.4
Italy,ITA,1970,64.9
Italy,ITA,1971,64.8
Italy,ITA,1972,64.5
Italy,ITA,1973,64.2
Italy,ITA,1974,63.5
Italy,ITA,1975,63.4
Italy,ITA,1976,63.3
Italy,ITA,1977,62.1
Italy,ITA,1978,62
Italy,ITA,1979,61.8
Italy,ITA,1980,61.9
Italy,ITA,1981,61.9
Italy,ITA,1982,62.4
Italy,ITA,1983,62.6
Italy,ITA,1984,62.5
Italy,ITA,1985,62.5
Italy,ITA,1986,62
Italy,ITA,1987,62
Italy,ITA,1988,61.8
Italy,ITA,1989,61.6
Italy,ITA,1990,61.7
Italy,ITA,1991,61.7
Italy,ITA,1992,60.7
Italy,ITA,1993,59.8
Italy,ITA,1994,59.6
Italy,ITA,1995,59.1
Italy,ITA,1996,59.4
Italy,ITA,1997,59.5
Italy,ITA,1998,60
Italy,ITA,1999,60.2
Italy,ITA,2000,60.4
Italy,ITA,2001,60.3
Italy,ITA,2002,61.6
Italy,ITA,2003,61.9
Italy,ITA,2004,61.4
Italy,ITA,2005,61.6
Italy,ITA,2006,62
Italy,ITA,2007,61.9
Italy,ITA,2008,60.9
Italy,ITA,2009,61
Italy,ITA,2010,60.6
Italy,ITA,2011,60.9
Italy,ITA,2012,61.2
Italy,ITA,2013,61.4
Italy,ITA,2014,61.4
Italy,ITA,2015,61.8
Italy,ITA,2016,62.1
Italy,ITA,2017,62.4
Italy,ITA,2018,63.3
Japan,JPN,1970,72.8
Japan,JPN,1971,73.1
Japan,JPN,1972,72.5
Japan,JPN,1973,72.7
Japan,JPN,1974,72.3
Japan,JPN,1975,72.2
Japan,JPN,1976,71.5
Japan,JPN,1977,71.3
Japan,JPN,1978,71.1
Japan,JPN,1979,71
Japan,JPN,1980,71
Japan,JPN,1981,70.6
Japan,JPN,1982,70.8
Japan,JPN,1983,70.4
Japan,JPN,1984,70
Japan,JPN,1985,69.8
Japan,JPN,1986,69.9
Japan,JPN,1987,69.8
Japan,JPN,1988,70.2
Japan,JPN,1989,70.2
Japan,JPN,1990,70.6
Japan,JPN,1991,71.1
Japan,JPN,1992,71.2
Japan,JPN,1993,71.4
Japan,JPN,1994,71.2
Japan,JPN,1995,71.1
Japan,JPN,1996,70.9
Japan,JPN,1997,70.6
Japan,JPN,1998,70.2
Japan,JPN,1999,70.3
Japan,JPN,2000,70.1
Japan,JPN,2001,69.7
Japan,JPN,2002,69.8
Japan,JPN,2003,69.7
Japan,JPN,2004,69.5
Japan,JPN,2005,69.4
Japan,JPN,2006,69.4
Japan,JPN,2007,69.5
Japan,JPN,2008,69.6
Japan,JPN,2009,69.7
Japan,JPN,2010,70.1
Japan,JPN,2011,69.4
Japan,JPN,2012,69.2
Japan,JPN,2013,69.2
Japan,JPN,2014,69.3
Japan,JPN,2015,69.4
Japan,JPN,2016,70.1
Japan,JPN,2017,70.6
Japan,JPN,2018,70.8
Latvia,LVA,1994,63.2
Latvia,LVA,1995,62.8
Latvia,LVA,1996,62.4
Latvia,LVA,1997,62.8
Latvia,LVA,1998,63.5
Latvia,LVA,1999,63
Latvia,LVA,2000,62.2
Latvia,LVA,2001,63.6
Latvia,LVA,2002,62.6
Latvia,LVA,2003,61.8
Latvia,LVA,2004,63.8
Latvia,LVA,2005,64.1
Latvia,LVA,2006,62
Latvia,LVA,2007,64.3
Latvia,LVA,2008,64.5
Latvia,LVA,2009,63.8
Latvia,LVA,2010,64.5
Latvia,LVA,2011,65.2
Latvia,LVA,2012,65.1
Latvia,LVA,2013,64.4
Latvia,LVA,2014,63.4
Latvia,LVA,2015,61.9
Latvia,LVA,2016,62
Latvia,LVA,2017,63.4
Latvia,LVA,2018,65.7
Lithuania,LTU,1994,63.1
Lithuania,LTU,1995,62.8
Lithuania,LTU,1996,62.5
Lithuania,LTU,1997,62.2
Lithuania,LTU,1998,62.8
Lithuania,LTU,1999,62
Lithuania,LTU,2000,62.1
Lithuania,LTU,2001,62.1
Lithuania,LTU,2002,63
Lithuania,LTU,2003,64
Lithuania,LTU,2004,64.6
Lithuania,LTU,2005,63.9
Lithuania,LTU,2006,62.9
Lithuania,LTU,2007,61.3
Lithuania,LTU,2008,62.2
Lithuania,LTU,2009,61.3
Lithuania,LTU,2010,62.2
Lithuania,LTU,2011,63.5
Lithuania,LTU,2012,64.2
Lithuania,LTU,2013,64.1
Lithuania,LTU,2014,64
Lithuania,LTU,2015,63.1
Lithuania,LTU,2016,62.4
Lithuania,LTU,2017,63
Lithuania,LTU,2018,64.3
Luxembourg,LUX,1970,65.3
Luxembourg,LUX,1971,64.6
Luxembourg,LUX,1972,63.8
Luxembourg,LUX,1973,63.1
Luxembourg,LUX,1974,62.4
Luxembourg,LUX,1975,61.8
Luxembourg,LUX,1976,61.6
Luxembourg,LUX,1977,61.4
Luxembourg,LUX,1978,61.2
Luxembourg,LUX,1979,61
Luxembourg,LUX,1980,60.8
Luxembourg,LUX,1981,60.6
Luxembourg,LUX,1982,60.3
Luxembourg,LUX,1983,60.1
Luxembourg,LUX,1984,60.2
Luxembourg,LUX,1985,59.8
Luxembourg,LUX,1986,60.3
Luxembourg,LUX,1987,60.6
Luxembourg,LUX,1988,59.6
Luxembourg,LUX,1989,59.5
Luxembourg,LUX,1990,60.3
Luxembourg,LUX,1991,58.7
Luxembourg,LUX,1992,58.1
Luxembourg,LUX,1993,58.8
Luxembourg,LUX,1994,59.2
Luxembourg,LUX,1995,59.3
Luxembourg,LUX,1996,58
Luxembourg,LUX,1997,58.3
Luxembourg,LUX,1998,58.8
Luxembourg,LUX,1999,58.4
Luxembourg,LUX,2000,59.7
Luxembourg,LUX,2001,59.1
Luxembourg,LUX,2002,59.8
Luxembourg,LUX,2003,58.3
Luxembourg,LUX,2004,58.7
Luxembourg,LUX,2005,59.2
Luxembourg,LUX,2006,58.9
Luxembourg,LUX,2007,59.1
Luxembourg,LUX,2008,59.3
Luxembourg,LUX,2009,57.3
Luxembourg,LUX,2010,57.7
Luxembourg,LUX,2011,58
Luxembourg,LUX,2012,57.6
Luxembourg,LUX,2013,59.5
Luxembourg,LUX,2014,62
Luxembourg,LUX,2015,60.3
Luxembourg,LUX,2016,61.2
Luxembourg,LUX,2017,59.7
Luxembourg,LUX,2018,60.5
Malta,MLT,1990,60.6
Malta,MLT,1991,60.7
Malta,MLT,1992,60.8
Malta,MLT,1993,60.9
Malta,MLT,1994,61
Malta,MLT,1995,60.9
Malta,MLT,1996,61.1
Malta,MLT,1997,61.8
Malta,MLT,1998,62
Malta,MLT,1999,62.3
Malta,MLT,2000,62.4
Malta,MLT,2001,61.5
Malta,MLT,2002,60.6
Malta,MLT,2003,60.8
Malta,MLT,2004,60.3
Malta,MLT,2005,59.7
Malta,MLT,2006,59.8
Malta,MLT,2007,61.5
Malta,MLT,2008,60.9
Malta,MLT,2009,60.7
Malta,MLT,2010,61.4
Malta,MLT,2011,61.2
Malta,MLT,2012,60
Malta,MLT,2013,59.5
Malta,MLT,2014,60.3
Malta,MLT,2015,62
Malta,MLT,2016,62.4
Malta,MLT,2017,63.3
Malta,MLT,2018,64.2
Mexico,MEX,1975,79.3
Mexico,MEX,1976,79.2
Mexico,MEX,1977,79
Mexico,MEX,1978,78.9
Mexico,MEX,1979,78.7
Mexico,MEX,1980,78.6
Mexico,MEX,1981,78.5
Mexico,MEX,1982,78.5
Mexico,MEX,1983,78.5
Mexico,MEX,1984,78.5
Mexico,MEX,1985,78.5
Mexico,MEX,1986,78
Mexico,MEX,1987,77.6
Mexico,MEX,1988,77.2
Mexico,MEX,1989,76.8
Mexico,MEX,1990,76.4
Mexico,MEX,1991,76.1
Mexico,MEX,1992,75.6
Mexico,MEX,1993,75
Mexico,MEX,1994,73.4
Mexico,MEX,1995,71.2
Mexico,MEX,1996,71.2
Mexico,MEX,1997,73.1
Mexico,MEX,1998,73.7
Mexico,MEX,1999,73.8
Mexico,MEX,2000,74.5
Mexico,MEX,2001,74
Mexico,MEX,2002,72.8
Mexico,MEX,2003,73
Mexico,MEX,2004,73
Mexico,MEX,2005,73.2
Mexico,MEX,2006,74
Mexico,MEX,2007,72.9
Mexico,MEX,2008,73
Mexico,MEX,2009,72.1
Mexico,MEX,2010,71.4
Mexico,MEX,2011,71.2
Mexico,MEX,2012,71.8
Mexico,MEX,2013,71.9
Mexico,MEX,2014,71.7
Mexico,MEX,2015,71.9
Mexico,MEX,2016,71.7
Mexico,MEX,2017,71.8
Mexico,MEX,2018,71.3
Netherlands,NLD,1970,66.6
Netherlands,NLD,1971,66.2
Netherlands,NLD,1972,65.7
Netherlands,NLD,1973,65.2
Netherlands,NLD,1974,64.6
Netherlands,NLD,1975,64.1
Netherlands,NLD,1976,63.8
Netherlands,NLD,1977,63.7
Netherlands,NLD,1978,63.4
Netherlands,NLD,1979,62.9
Netherlands,NLD,1980,63
Netherlands,NLD,1981,62.4
Netherlands,NLD,1982,62
Netherlands,NLD,1983,61.8
Netherlands,NLD,1984,61.6
Netherlands,NLD,1985,60.9
Netherlands,NLD,1986,60.1
Netherlands,NLD,1987,60.1
Netherlands,NLD,1988,60.4
Netherlands,NLD,1989,60.1
Netherlands,NLD,1990,59.7
Netherlands,NLD,1991,60.5
Netherlands,NLD,1992,60.6
Netherlands,NLD,1993,60.4
Netherlands,NLD,1994,60.4
Netherlands,NLD,1995,61.1
Netherlands,NLD,1996,60.2
Netherlands,NLD,1997,61
Netherlands,NLD,1998,61
Netherlands,NLD,1999,61.1
Netherlands,NLD,2000,60.6
Netherlands,NLD,2001,61
Netherlands,NLD,2002,60.5
Netherlands,NLD,2003,60.8
Netherlands,NLD,2004,60.5
Netherlands,NLD,2005,61.2
Netherlands,NLD,2006,60.9
Netherlands,NLD,2007,61.8
Netherlands,NLD,2008,62.9
Netherlands,NLD,2009,63.1
Netherlands,NLD,2010,62.9
Netherlands,NLD,2011,63.6
Netherlands,NLD,2012,63.6
Netherlands,NLD,2013,63.2
Netherlands,NLD,2014,63.2
Netherlands,NLD,2015,63.7
Netherlands,NLD,2016,63.5
Netherlands,NLD,2017,63.8
Netherlands,NLD,2018,65.2
New Zealand,NZL,1970,69.6
New Zealand,NZL,1971,69.4
New Zealand,NZL,1972,69
New Zealand,NZL,1973,68.6
New Zealand,NZL,1974,68.2
New Zealand,NZL,1975,67.9
New Zealand,NZL,1976,67.6
New Zealand,NZL,1977,67.2
New Zealand,NZL,1978,66.9
New Zealand,NZL,1979,66.6
New Zealand,NZL,1980,66.3
New Zealand,NZL,1981,66
New Zealand,NZL,1982,65.6
New Zealand,NZL,1983,65.1
New Zealand,NZL,1984,64.7
New Zealand,NZL,1985,64.3
New Zealand,NZL,1986,63.8
New Zealand,NZL,1987,63.4
New Zealand,NZL,1988,63.3
New Zealand,NZL,1989,63
New Zealand,NZL,1990,63
New Zealand,NZL,1991,63.4
New Zealand,NZL,1992,63.5
New Zealand,NZL,1993,63.1
New Zealand,NZL,1994,62.8
New Zealand,NZL,1995,63.1
New Zealand,NZL,1996,62.4
New Zealand,NZL,1997,62.2
New Zealand,NZL,1998,63.3
New Zealand,NZL,1999,64.2
New Zealand,NZL,2000,64.3
New Zealand,NZL,2001,64.3
New Zealand,NZL,2002,64.2
New Zealand,NZL,2003,63.6
New Zealand,NZL,2004,64.5
New Zealand,NZL,2005,65.8
New Zealand,NZL,2006,67
New Zealand,NZL,2007,66.6
New Zealand,NZL,2008,66.7
New Zealand,NZL,2009,67.1
New Zealand,NZL,2010,65.9
New Zealand,NZL,2011,66
New Zealand,NZL,2012,66.8
New Zealand,NZL,2013,67.1
New Zealand,NZL,2014,67.2
New Zealand,NZL,2015,67.4
New Zealand,NZL,2016,68.4
New Zealand,NZL,2017,69.9
New Zealand,NZL,2018,69.8
Norway,NOR,1970,67.6
Norway,NOR,1971,67.4
Norway,NOR,1972,67.3
Norway,NOR,1973,67.6
Norway,NOR,1974,67.2
Norway,NOR,1975,66.8
Norway,NOR,1976,67.4
Norway,NOR,1977,67.5
Norway,NOR,1978,67
Norway,NOR,1979,66.9
Norway,NOR,1980,67.2
Norway,NOR,1981,66.7
Norway,NOR,1982,67.4
Norway,NOR,1983,67.2
Norway,NOR,1984,67
Norway,NOR,1985,66.9
Norway,NOR,1986,65.7
Norway,NOR,1987,64.4
Norway,NOR,1988,63.8
Norway,NOR,1989,63.3
Norway,NOR,1990,63.3
Norway,NOR,1991,63.7
Norway,NOR,1992,63.3
Norway,NOR,1993,63.9
Norway,NOR,1994,64.1
Norway,NOR,1995,64.6
Norway,NOR,1996,64.6
Norway,NOR,1997,64.9
Norway,NOR,1998,65.3
Norway,NOR,1999,64.6
Norway,NOR,2000,64
Norway,NOR,2001,63.8
Norway,NOR,2002,63
Norway,NOR,2003,62.8
Norway,NOR,2004,62.7
Norway,NOR,2005,63.3
Norway,NOR,2006,63.9
Norway,NOR,2007,64.2
Norway,NOR,2008,65.3
Norway,NOR,2009,64.8
Norway,NOR,2010,64.1
Norway,NOR,2011,64.2
Norway,NOR,2012,64.8
Norway,NOR,2013,64.1
Norway,NOR,2014,65.2
Norway,NOR,2015,65.4
Norway,NOR,2016,66.2
Norway,NOR,2017,65.3
Norway,NOR,2018,66.1
OECD average,,1970,68.8
OECD average,,1971,68.5
OECD average,,1972,68.2
OECD average,,1973,67.9
OECD average,,1974,67.6
OECD average,,1975,67.4
OECD average,,1976,67.1
OECD average,,1977,66.9
OECD average,,1978,66.6
OECD average,,1979,66.3
OECD average,,1980,66.2
OECD average,,1981,65.8
OECD average,,1982,65.4
OECD average,,1983,65.2
OECD average,,1984,64.9
OECD average,,1985,64.7
OECD average,,1986,64.5
OECD average,,1987,64.4
OECD average,,1988,64.2
OECD average,,1989,64.3
OECD average,,1990,64.2
OECD average,,1991,64.2
OECD average,,1992,63.9
OECD average,,1993,63.8
OECD average,,1994,63.6
OECD average,,1995,63.4
OECD average,,1996,63.2
OECD average,,1997,63.2
OECD average,,1998,63.2
OECD average,,1999,63.2
OECD average,,2000,63.1
OECD average,,2001,63.1
OECD average,,2002,63.2
OECD average,,2003,63.1
OECD average,,2004,63.1
OECD average,,2005,63.5
OECD average,,2006,63.6
OECD average,,2007,63.7
OECD average,,2008,63.9
OECD average,,2009,63.9
OECD average,,2010,63.9
OECD average,,2011,63.9
OECD average,,2012,64.2
OECD average,,2013,64.3
OECD average,,2014,64.6
OECD average,,2015,64.7
OECD average,,2016,65
OECD average,,2017,65.3
OECD average,,2018,65.4
Poland,POL,1970,73.6
Poland,POL,1971,72.6
Poland,POL,1972,71.8
Poland,POL,1973,71.1
Poland,POL,1974,70.7
Poland,POL,1975,70.3
Poland,POL,1976,69.8
Poland,POL,1977,69.4
Poland,POL,1978,68.9
Poland,POL,1979,68.5
Poland,POL,1980,68
Poland,POL,1981,67.5
Poland,POL,1982,67
Poland,POL,1983,66.6
Poland,POL,1984,66.6
Poland,POL,1985,66.5
Poland,POL,1986,66.5
Poland,POL,1987,66.5
Poland,POL,1988,66.4
Poland,POL,1989,66.2
Poland,POL,1990,66.2
Poland,POL,1991,66.2
Poland,POL,1992,66.1
Poland,POL,1993,66.3
Poland,POL,1994,65
Poland,POL,1995,63.9
Poland,POL,1996,63.1
Poland,POL,1997,62.2
Poland,POL,1998,62.1
Poland,POL,1999,62.4
Poland,POL,2000,61.6
Poland,POL,2001,61.3
Poland,POL,2002,61.2
Poland,POL,2003,61.4
Poland,POL,2004,61.1
Poland,POL,2005,61.5
Poland,POL,2006,61.3
Poland,POL,2007,61.3
Poland,POL,2008,61.2
Poland,POL,2009,61.7
Poland,POL,2010,61.5
Poland,POL,2011,61.5
Poland,POL,2012,62.1
Poland,POL,2013,62
Poland,POL,2014,62.2
Poland,POL,2015,62.4
Poland,POL,2016,62.6
Poland,POL,2017,62.7
Poland,POL,2018,62.8
Portugal,PRT,1970,73.1
Portugal,PRT,1971,73
Portugal,PRT,1972,72.9
Portugal,PRT,1973,72.8
Portugal,PRT,1974,72.7
Portugal,PRT,1975,71.5
Portugal,PRT,1976,71.1
Portugal,PRT,1977,70.3
Portugal,PRT,1978,69
Portugal,PRT,1979,68.7
Portugal,PRT,1980,68.5
Portugal,PRT,1981,67.5
Portugal,PRT,1982,67.5
Portugal,PRT,1983,67.3
Portugal,PRT,1984,66.3
Portugal,PRT,1985,66.4
Portugal,PRT,1986,65.9
Portugal,PRT,1987,65.4
Portugal,PRT,1988,66.8
Portugal,PRT,1989,66.4
Portugal,PRT,1990,65.8
Portugal,PRT,1991,64
Portugal,PRT,1992,64.6
Portugal,PRT,1993,64.5
Portugal,PRT,1994,63.9
Portugal,PRT,1995,63.6
Portugal,PRT,1996,64.3
Portugal,PRT,1997,62.9
Portugal,PRT,1998,63.8
Portugal,PRT,1999,63.7
Portugal,PRT,2000,63.5
Portugal,PRT,2001,63.8
Portugal,PRT,2002,64.5
Portugal,PRT,2003,64.3
Portugal,PRT,2004,65.3
Portugal,PRT,2005,66.3
Portugal,PRT,2006,66.3
Portugal,PRT,2007,67
Portugal,PRT,2008,66.6
Portugal,PRT,2009,67.1
Portugal,PRT,2010,66.5
Portugal,PRT,2011,66.2
Portugal,PRT,2012,66.4
Portugal,PRT,2013,66.9
Portugal,PRT,2014,67
Portugal,PRT,2015,67.7
Portugal,PRT,2016,69
Portugal,PRT,2017,69.6
Portugal,PRT,2018,68.5
Romania,ROU,1970,69.1
Romania,ROU,1971,68.8
Romania,ROU,1972,68.4
Romania,ROU,1973,68.1
Romania,ROU,1974,67.8
Romania,ROU,1975,67.5
Romania,ROU,1976,67.1
Romania,ROU,1977,66.8
Romania,ROU,1978,66.3
Romania,ROU,1979,65.7
Romania,ROU,1980,65.2
Romania,ROU,1981,64.6
Romania,ROU,1982,64
Romania,ROU,1983,63.8
Romania,ROU,1984,63.7
Romania,ROU,1985,63.6
Romania,ROU,1986,63.4
Romania,ROU,1987,63.3
Romania,ROU,1988,63.1
Romania,ROU,1989,63
Romania,ROU,1990,62.9
Romania,ROU,1991,62.7
Romania,ROU,1992,62.6
Romania,ROU,1993,61.3
Romania,ROU,1994,61.1
Romania,ROU,1995,61.3
Romania,ROU,1996,60.7
Romania,ROU,1997,61.2
Romania,ROU,1998,62.5
Romania,ROU,1999,64.2
Romania,ROU,2000,66.7
Romania,ROU,2001,64.8
Romania,ROU,2002,66.1
Romania,ROU,2003,66.9
Romania,ROU,2004,67.9
Romania,ROU,2005,68.4
Romania,ROU,2006,70
Romania,ROU,2007,68.3
Romania,ROU,2008,69.4
Romania,ROU,2009,67.9
Romania,ROU,2010,67.5
Romania,ROU,2011,64.8
Romania,ROU,2012,68.2
Romania,ROU,2013,68.2
Romania,ROU,2014,67.9
Romania,ROU,2015,66.5
Romania,ROU,2016,68.1
Romania,ROU,2017,68.2
Romania,ROU,2018,68.8
Russia,RUS,1994,61.9
Russia,RUS,1995,61.7
Russia,RUS,1996,61.7
Russia,RUS,1997,61.5
Russia,RUS,1998,61.1
Russia,RUS,1999,60.3
Russia,RUS,2000,60.8
Russia,RUS,2001,60.5
Russia,RUS,2002,60.7
Russia,RUS,2003,61
Russia,RUS,2004,62.5
Russia,RUS,2005,62.3
Russia,RUS,2006,62.1
Russia,RUS,2007,63.1
Russia,RUS,2008,63.3
Russia,RUS,2009,63.3
Russia,RUS,2010,63.5
Russia,RUS,2011,63.3
Russia,RUS,2012,63.4
Russia,RUS,2013,63
Russia,RUS,2014,63.1
Russia,RUS,2015,62.9
Russia,RUS,2016,63.2
Russia,RUS,2017,62.9
Russia,RUS,2018,63.2
Saudi Arabia,SAU,1997,67.3
Saudi Arabia,SAU,1998,67.2
Saudi Arabia,SAU,1999,67.2
Saudi Arabia,SAU,2000,74
Saudi Arabia,SAU,2001,72.6
Saudi Arabia,SAU,2002,70.7
Saudi Arabia,SAU,2003,68.9
Saudi Arabia,SAU,2004,68
Saudi Arabia,SAU,2005,67.6
Saudi Arabia,SAU,2006,67.2
Saudi Arabia,SAU,2007,66.3
Saudi Arabia,SAU,2008,66.5
Saudi Arabia,SAU,2009,67.2
Saudi Arabia,SAU,2010,67.2
Saudi Arabia,SAU,2011,67.7
Saudi Arabia,SAU,2012,69.3
Saudi Arabia,SAU,2013,71.8
Saudi Arabia,SAU,2014,68.7
Saudi Arabia,SAU,2015,69.9
Saudi Arabia,SAU,2016,68.6
Saudi Arabia,SAU,2017,67.6
Slovakia,SVK,1996,60.3
Slovakia,SVK,1997,59.9
Slovakia,SVK,1998,59.7
Slovakia,SVK,1999,59.4
Slovakia,SVK,2000,59.3
Slovakia,SVK,2001,59.7
Slovakia,SVK,2002,59.4
Slovakia,SVK,2003,59.8
Slovakia,SVK,2004,59.7
Slovakia,SVK,2005,59.3
Slovakia,SVK,2006,59.2
Slovakia,SVK,2007,59.3
Slovakia,SVK,2008,59.2
Slovakia,SVK,2009,59.8
Slovakia,SVK,2010,60
Slovakia,SVK,2011,60.5
Slovakia,SVK,2012,60.9
Slovakia,SVK,2013,61.3
Slovakia,SVK,2014,61.1
Slovakia,SVK,2015,60.9
Slovakia,SVK,2016,60.8
Slovakia,SVK,2017,60.7
Slovakia,SVK,2018,61.1
Slovenia,SVN,1996,60.6
Slovenia,SVN,1997,58.4
Slovenia,SVN,1998,58.9
Slovenia,SVN,1999,60.1
Slovenia,SVN,2000,61.1
Slovenia,SVN,2001,60.5
Slovenia,SVN,2002,62.5
Slovenia,SVN,2003,61.8
Slovenia,SVN,2004,61.1
Slovenia,SVN,2005,61.2
Slovenia,SVN,2006,61
Slovenia,SVN,2007,60.5
Slovenia,SVN,2008,61.2
Slovenia,SVN,2009,62
Slovenia,SVN,2010,61.4
Slovenia,SVN,2011,61.7
Slovenia,SVN,2012,62.9
Slovenia,SVN,2013,61.4
Slovenia,SVN,2014,62.3
Slovenia,SVN,2015,62.8
Slovenia,SVN,2016,62.3
Slovenia,SVN,2017,62.3
Slovenia,SVN,2018,63.1
South Africa,ZAF,1975,70.7
South Africa,ZAF,1976,70.6
South Africa,ZAF,1977,70.6
South Africa,ZAF,1978,70.6
South Africa,ZAF,1979,70.6
South Africa,ZAF,1980,70.5
South Africa,ZAF,1981,70.9
South Africa,ZAF,1982,71.3
South Africa,ZAF,1983,71.7
South Africa,ZAF,1984,71.9
South Africa,ZAF,1985,72.1
South Africa,ZAF,1986,71.8
South Africa,ZAF,1987,71.6
South Africa,ZAF,1988,71.3
South Africa,ZAF,1989,71
South Africa,ZAF,1990,70.8
South Africa,ZAF,1991,70.5
South Africa,ZAF,1992,69.2
South Africa,ZAF,1993,67.8
South Africa,ZAF,1994,66.7
South Africa,ZAF,1995,65.9
South Africa,ZAF,1996,65.1
South Africa,ZAF,1997,65.2
South Africa,ZAF,1998,65.4
South Africa,ZAF,1999,65.6
South Africa,ZAF,2000,66.1
South Africa,ZAF,2001,66.2
South Africa,ZAF,2002,66.1
South Africa,ZAF,2003,66.5
South Africa,ZAF,2004,67
South Africa,ZAF,2005,68.4
South Africa,ZAF,2006,68
South Africa,ZAF,2007,66
South Africa,ZAF,2008,66.5
South Africa,ZAF,2009,67.2
South Africa,ZAF,2010,66.1
South Africa,ZAF,2011,64.4
South Africa,ZAF,2012,66.9
South Africa,ZAF,2013,64.1
South Africa,ZAF,2014,61.9
South Africa,ZAF,2015,63
South Africa,ZAF,2016,62.4
South Africa,ZAF,2017,62.6
South Africa,ZAF,2018,63.1
South Korea,KOR,1970,65.7
South Korea,KOR,1971,65.4
South Korea,KOR,1972,66.4
South Korea,KOR,1973,66
South Korea,KOR,1974,65.7
South Korea,KOR,1975,66.2
South Korea,KOR,1976,67.7
South Korea,KOR,1977,68.3
South Korea,KOR,1978,68.5
South Korea,KOR,1979,67.8
South Korea,KOR,1980,68.4
South Korea,KOR,1981,67.5
South Korea,KOR,1982,66.1
South Korea,KOR,1983,65.9
South Korea,KOR,1984,66.3
South Korea,KOR,1985,66.3
South Korea,KOR,1986,66.4
South Korea,KOR,1987,66
South Korea,KOR,1988,67.1
South Korea,KOR,1989,68
South Korea,KOR,1990,69.9
South Korea,KOR,1991,70.6
South Korea,KOR,1992,71.7
South Korea,KOR,1993,70.6
South Korea,KOR,1994,70.9
South Korea,KOR,1995,70.5
South Korea,KOR,1996,69.6
South Korea,KOR,1997,69.5
South Korea,KOR,1998,68.7
South Korea,KOR,1999,67.7
South Korea,KOR,2000,67
South Korea,KOR,2001,67.4
South Korea,KOR,2002,68
South Korea,KOR,2003,68.5
South Korea,KOR,2004,69.8
South Korea,KOR,2005,70.2
South Korea,KOR,2006,70.9
South Korea,KOR,2007,71
South Korea,KOR,2008,70.2
South Korea,KOR,2009,70.2
South Korea,KOR,2010,71
South Korea,KOR,2011,71.4
South Korea,KOR,2012,71.7
South Korea,KOR,2013,72.1
South Korea,KOR,2014,73.3
South Korea,KOR,2015,72.4
South Korea,KOR,2016,72.1
South Korea,KOR,2017,72.9
South Korea,KOR,2018,72.3
Spain,ESP,1970,69.4
Spain,ESP,1971,68.8
Spain,ESP,1972,68.2
Spain,ESP,1973,67.7
Spain,ESP,1974,67.3
Spain,ESP,1975,66.8
Spain,ESP,1976,66.5
Spain,ESP,1977,66.5
Spain,ESP,1978,66.4
Spain,ESP,1979,64.4
Spain,ESP,1980,64.8
Spain,ESP,1981,65.4
Spain,ESP,1982,64.9
Spain,ESP,1983,64.2
Spain,ESP,1984,63.5
Spain,ESP,1985,63.5
Spain,ESP,1986,63.2
Spain,ESP,1987,63.2
Spain,ESP,1988,63.2
Spain,ESP,1989,63.5
Spain,ESP,1990,63.3
Spain,ESP,1991,62.7
Spain,ESP,1992,61.5
Spain,ESP,1993,61.3
Spain,ESP,1994,61.2
Spain,ESP,1995,60.8
Spain,ESP,1996,60.9
Spain,ESP,1997,61.4
Spain,ESP,1998,61.4
Spain,ESP,1999,61.4
Spain,ESP,2000,61.6
Spain,ESP,2001,61.7
Spain,ESP,2002,61.3
Spain,ESP,2003,61.3
Spain,ESP,2004,61.1
Spain,ESP,2005,60.9
Spain,ESP,2006,61.2
Spain,ESP,2007,61.4
Spain,ESP,2008,61.6
Spain,ESP,2009,61.7
